GROUPING,TYPE,STATE,Premium,Losses,Quotes,Sales,Premium2,Losses2,Quotes2,Sales2,Premium3
76577,ZIP,TX,876152,762252,110055,4952,771014,807987,77039,4259,655362
76578,ZIP,TX,907137,916208,49667,5960,916208,998667,46190,4768,962018
76579,ZIP,TX,948288,995702,68557,8158,777596,577507,43191,8811,800924
76596,ZIP,TX,348094,368980,44124,5207,208856,265666,24709,5051,108605
76597,ZIP,TX,806050,475570,65773,6906,491691,256808,40122,4903,250762
76598,ZIP,TX,257796,275842,91972,13060,219127,292393,86454,12407,129285
76599,ZIP,TX,826473,884326,145015,21027,545472,946229,82659,18083,458196
76621,ZIP,TX,378611,302889,44272,4604,242311,227167,44715,4742,184156
76622,ZIP,TX,401071,429146,16574,1691,429146,403397,15082,1065,218864
76623,ZIP,TX,442769,318794,131008,7336,438341,207216,110047,3815,236704
76624,ZIP,TX,939452,667011,91607,9802,920663,700362,84278,8724,948283
76626,ZIP,TX,523721,445163,4780,234,502772,284904,3824,190,512827
76627,ZIP,TX,259855,140322,115739,9028,135125,96822,104165,9841,114856
76628,ZIP,TX,611287,574610,165488,16880,360659,603341,99293,15698,295740
76629,ZIP,TX,575865,547072,163174,13543,627693,328243,109327,10970,351508
76630,ZIP,TX,740247,792064,9210,995,481161,689096,8381,1085,404175
76631,ZIP,TX,694679,555743,195743,20553,402914,439037,152680,11099,439176
76632,ZIP,TX,826470,595058,81457,9693,512411,559355,54576,6785,266454
76633,ZIP,TX,489104,474431,82891,5885,376610,370056,49735,5885,297522
76634,ZIP,TX,509731,254866,914,112,535218,186052,567,72,433527
76635,ZIP,TX,122051,98861,34837,4459,101302,86998,20554,2854,79016
76636,ZIP,TX,663679,504396,124646,3615,703500,509440,134618,3109,724605
76637,ZIP,TX,719319,503523,104502,7211,633001,362537,85692,4543,443101
76638,ZIP,TX,468934,304807,37742,1057,342322,292615,24532,920,345745
76639,ZIP,TX,456145,278248,139874,4616,474391,155819,95114,2631,327330
76640,ZIP,TX,484812,402394,116152,4065,286039,386298,114990,4146,214529
76641,ZIP,TX,718314,395073,172227,25317,782962,284453,182561,23292,430629
76642,ZIP,TX,58089,27302,149476,11510,44729,15562,77728,9784,29521
76643,ZIP,TX,932213,997468,47633,3620,540684,1037367,48586,2425,346038
76644,ZIP,TX,87307,55003,150763,7387,82069,43452,82920,5097,58269
76645,ZIP,TX,421204,336963,77402,2012,450688,310006,62696,2193,292947
76648,ZIP,TX,145312,65390,41842,4979,135140,39234,41842,2639,144600
76649,ZIP,TX,370234,299890,113296,13709,225843,206924,99700,7129,140023
76650,ZIP,TX,772116,463270,199130,19913,602250,491066,179217,13541,373395
76651,ZIP,TX,364175,305907,195859,22720,243997,201899,146894,19994,168358
76652,ZIP,TX,642241,289008,139719,10199,526638,242767,92215,8873,516105
76653,ZIP,TX,606125,321246,19408,2251,581880,228085,10286,2454,576061
76654,ZIP,TX,93884,63841,15812,1866,73230,56818,11859,1773,46135
76655,ZIP,TX,939946,695560,47485,2042,592166,556448,48910,1266,302005
76656,ZIP,TX,800743,624580,54017,7940,808750,643317,27549,4685,638913
76657,ZIP,TX,569978,427484,184601,27136,535779,320613,132913,14382,385761
76660,ZIP,TX,246413,123207,149758,13478,206987,83781,133285,10782,124192
76661,ZIP,TX,368186,331367,73567,9122,213548,324740,66210,7936,140942
76664,ZIP,TX,708261,474535,70327,8369,552444,332175,60481,6528,447480
76665,ZIP,TX,170058,178561,82633,10908,88430,155348,49580,5999,91083
76666,ZIP,TX,759001,303600,135714,3800,531301,285384,82786,3458,425041
76667,ZIP,TX,262085,104834,178726,13762,188701,111124,116172,7431,105673
76670,ZIP,TX,372619,178857,88809,10391,253381,121623,66607,11222,245780
76671,ZIP,TX,756,461,186886,12895,484,443,108394,12637,426
76673,ZIP,TX,138983,75051,6374,848,148712,60041,3952,712,118970
76676,ZIP,TX,65317,69236,138660,10815,48988,55389,149753,6165,52907
76678,ZIP,TX,535031,577833,184935,18124,342420,589390,110961,18305,215725
76679,ZIP,TX,68159,55209,184065,17670,56572,48032,121483,17670,49218
76680,ZIP,TX,92424,58227,77760,6765,59151,44835,68429,4668,30759
76681,ZIP,TX,912455,967202,165677,17893,529224,502945,182245,12704,449840
76682,ZIP,TX,547572,246407,93302,3359,547572,130596,76508,2486,596853
76684,ZIP,TX,554311,338130,11882,1747,393561,311080,7842,1485,279428
76685,ZIP,TX,470498,211724,158547,23306,319939,199021,171231,17246,332737
76686,ZIP,TX,910257,473334,168393,10440,791924,336067,149870,11171,514751
76687,ZIP,TX,869042,799519,154973,14877,477973,727562,156523,9224,286784
76689,ZIP,TX,135498,94849,6429,617,130078,73034,4565,506,102762
76690,ZIP,TX,59255,47404,95787,9483,40293,28916,90040,4836,41905
76691,ZIP,TX,952545,447696,27254,899,742985,393972,29434,800,698406
76692,ZIP,TX,137767,129501,25265,2375,103325,141156,17938,2161,113658
76693,ZIP,TX,711777,263357,162614,7318,775837,139579,162614,4903,512052
76701,ZIP,TX,411229,333095,32261,3645,328983,309778,31293,2406,164492
76702,ZIP,TX,731404,504669,139102,4590,504669,423922,76506,4177,479436
76703,ZIP,TX,959111,402827,193140,20280,824835,414912,133267,13993,544391
76704,ZIP,TX,950497,389704,67838,5495,712873,409189,55627,4726,698616
76705,ZIP,TX,116126,112642,123145,6280,85933,56321,105905,3140,57575
76706,ZIP,TX,96647,71519,117269,13369,74418,50063,71534,13904,70697
76707,ZIP,TX,714869,471814,12275,1068,393178,471814,12398,1004,228043
76708,ZIP,TX,682479,464086,93418,12051,552808,464086,72866,11810,403550
76710,ZIP,TX,965039,550072,15042,2241,598324,390551,8724,1950,442760
76711,ZIP,TX,932582,410336,118228,3192,988537,233892,81577,2266,998422
76712,ZIP,TX,180881,180881,199696,23165,112146,170028,123812,24323,77381
76714,ZIP,TX,195020,76058,171745,21296,159916,51719,149418,20444,129532
76715,ZIP,TX,989268,999161,189971,6269,761736,749371,119682,6394,464659
76716,ZIP,TX,716169,322276,190184,7988,687522,270712,163558,6710,488141
76795,ZIP,TX,403486,351033,94040,5360,314719,200089,83696,3430,232892
76797,ZIP,TX,191747,203252,10975,856,178325,111789,5927,899,151576
76798,ZIP,TX,790718,498152,178211,22811,529781,249076,183557,14599,455612
76799,ZIP,TX,637560,535550,114395,4461,669438,471284,105243,3390,629272
76801,ZIP,TX,295114,256749,13477,1348,168215,277289,10377,1240,176626
76802,ZIP,TX,236107,172358,29562,976,151108,87903,23058,634,86132
76803,ZIP,TX,331424,324796,85469,5128,215426,246845,91452,5025,168032
76804,ZIP,TX,462886,245330,141977,18457,249958,152105,120680,10890,264955
76820,ZIP,TX,359281,280239,194247,11266,366467,207377,157340,8450,256527
76821,ZIP,TX,837594,360165,74204,6530,443925,201692,57137,4832,270794
76823,ZIP,TX,373742,399904,41095,5466,328893,423898,20548,3936,351916
76824,ZIP,TX,532406,367360,51480,4221,298147,209395,47876,4601,283240
76825,ZIP,TX,229210,89392,57915,6197,151279,97437,30116,4958,95306
76827,ZIP,TX,212448,165709,166443,17310,172083,124282,143141,17483,118737
76828,ZIP,TX,740082,621669,74049,10885,532859,571935,39246,8926,373001
76831,ZIP,TX,446895,241323,89873,2696,455833,207538,90772,1914,378341
76832,ZIP,TX,821655,583375,145354,9593,525859,641713,154075,4892,373360
76834,ZIP,TX,944025,934585,173625,13196,1000667,738322,95494,8445,770514
76836,ZIP,TX,499585,269776,126754,6718,349710,153772,131824,6852,349710
76837,ZIP,TX,497159,273437,58074,6562,338068,240625,53428,7218,243409
76841,ZIP,TX,475857,228411,177551,12606,318824,157604,159796,13110,213612
76842,ZIP,TX,827552,777899,82817,8365,678593,840131,52175,8783,746452
76844,ZIP,TX,155706,115222,158914,13667,146364,79503,93759,8200,109773
76845,ZIP,TX,230885,150075,808,67,140840,153077,873,72,81687
76848,ZIP,TX,36411,34590,119270,14789,21118,20754,119270,11535,20273
76849,ZIP,TX,767477,283966,182723,17907,736778,141983,146178,12535,810456
76852,ZIP,TX,957772,421420,137190,16463,794951,311851,131702,10866,810850
76853,ZIP,TX,405756,182590,71577,2648,393583,151550,54399,2913,220406
76854,ZIP,TX,656589,577798,100708,13998,400519,323567,99701,11198,228296
76855,ZIP,TX,718272,603348,175742,12478,739820,464578,115990,11105,540069
76856,ZIP,TX,488969,469410,4387,588,352058,328587,2764,476,214755
76857,ZIP,TX,149249,144772,87696,6139,162681,157801,66649,4420,141532
76858,ZIP,TX,63987,23675,187418,18742,60148,23912,181795,12557,53532
76859,ZIP,TX,404428,214347,49902,2096,202214,126465,42916,1090,165815
76861,ZIP,TX,313458,285247,89392,5185,159864,239607,92074,3215,139082
76862,ZIP,TX,422424,223885,94250,6786,346388,237318,57493,6854,214761
76864,ZIP,TX,514684,200727,159060,6044,478656,132480,84302,5621,248901
76865,ZIP,TX,218517,139851,146715,13351,227258,152438,80693,10948,163626
76866,ZIP,TX,636724,331096,40727,1833,503012,364206,33396,1833,477861
76869,ZIP,TX,695587,285191,162997,11410,619072,199634,125508,8101,662407
76870,ZIP,TX,661513,324141,104633,9731,522595,233382,89984,7006,402398
76871,ZIP,TX,154198,123358,136312,9951,158824,107321,96782,6070,95294
76872,ZIP,TX,117608,90558,10072,1430,124664,59768,8360,1459,89758
76873,ZIP,TX,741360,800669,90819,5358,526366,720602,70839,5037,515839
76874,ZIP,TX,994509,686211,105655,15426,686211,548969,72902,9873,610728
76875,ZIP,TX,136295,140384,50655,3546,140384,113711,55214,2376,143192
76877,ZIP,TX,948412,426785,147066,20295,531111,243267,88240,10756,366467
76878,ZIP,TX,256064,243261,16160,743,156199,218935,8080,453,92157
76880,ZIP,TX,896988,968747,79430,8022,681711,1065622,39715,8343,565820
76882,ZIP,TX,282834,220611,184120,12888,291319,130160,185961,9537,314625
76883,ZIP,TX,488891,425335,26398,1003,488891,463615,22702,1103,356890
76884,ZIP,TX,401765,212935,86576,5021,305341,183124,67529,3515,326715
76885,ZIP,TX,916683,348340,111899,7162,806681,330923,66020,4655,814748
76886,ZIP,TX,468503,295157,102838,5965,346692,247932,81242,3102,197614
76887,ZIP,TX,269364,94277,146386,11857,158925,89563,108326,8656,150979
76888,ZIP,TX,410934,316419,177442,16147,415043,329076,133082,11464,228274
76890,ZIP,TX,240139,156090,98217,13947,122471,143603,55984,14923,72258
76901,ZIP,TX,660096,409260,105342,15801,330048,266019,106395,13747,283841
76902,ZIP,TX,729874,452522,156645,7989,489016,457047,78323,6711,278739
76903,ZIP,TX,595617,434800,127050,4066,631354,343492,124509,3334,530337
76904,ZIP,TX,438793,315931,167792,6544,430017,325409,152691,3468,408516
76905,ZIP,TX,827645,703498,81577,3100,670392,696463,70972,3286,724023
76906,ZIP,TX,122991,72565,105324,12744,82404,61680,102164,12617,50266
76908,ZIP,TX,100928,49455,158210,12815,53492,34124,90180,9868,36375
76909,ZIP,TX,520994,479314,45039,3288,349066,278002,22970,2203,314159
76930,ZIP,TX,822311,312478,193873,11439,789419,321852,201628,7550,631535
76932,ZIP,TX,639936,243176,188,13,486351,255335,171,9,369627
76933,ZIP,TX,976384,419845,167741,5200,1034967,235113,93935,5252,910771
76934,ZIP,TX,300672,249558,91218,9304,264591,174691,74799,8374,248716
76935,ZIP,TX,830692,323970,183272,26758,548257,233258,150283,14182,455053
76936,ZIP,TX,136788,68394,180187,26127,143627,34197,160366,25343,83304
76937,ZIP,TX,802306,288830,48881,4448,746145,210846,34706,2357,544686
76939,ZIP,TX,347160,291614,50247,2060,274256,151639,32661,1936,233118
76940,ZIP,TX,926526,935791,92983,9205,648568,664412,69737,4603,603168
76941,ZIP,TX,299606,248673,27229,1525,245677,211372,29407,1357,226023
76943,ZIP,TX,366099,252608,108953,10133,362438,189456,80625,6890,239209
76945,ZIP,TX,66434,65105,38897,5018,67763,45574,41231,3613,67085
76949,ZIP,TX,714699,657523,50640,6836,736140,361638,29878,6973,714056
76950,ZIP,TX,790779,838226,24549,2602,450744,762786,18166,1743,252417
76951,ZIP,TX,817335,776468,5326,202,702908,535763,2876,154,695879
76953,ZIP,TX,374926,359929,169539,16106,329935,374326,94942,13529,359629
76955,ZIP,TX,401349,252850,156372,12979,433457,126425,159499,10643,286082
76957,ZIP,TX,591418,277966,57858,6017,301623,227932,35872,5114,183990
76958,ZIP,TX,10256,11282,52029,6764,10256,6882,26015,7373,8820
77001,ZIP,TX,590551,602362,176156,11450,501968,584291,116263,10992,336319
77002,ZIP,TX,466989,210145,185432,27629,303543,126087,166889,19893,324791
77003,ZIP,TX,651699,404053,123083,9847,580012,226270,66465,6007,487210
77004,ZIP,TX,510210,510210,128673,6948,397964,418372,70770,7365,302453
77005,ZIP,TX,444347,191069,76473,5812,386582,183426,62708,4301,324729
77006,ZIP,TX,169358,99921,87313,7509,115163,104917,75089,4731,89827
77007,ZIP,TX,457192,393185,39098,2150,278887,196593,31669,1914,220321
77008,ZIP,TX,914200,813638,190995,27121,886774,756683,143246,25765,975451
77009,ZIP,TX,741764,645335,99354,12419,526652,613068,57625,10184,331791
77010,ZIP,TX,186511,186511,11152,446,108176,184646,11598,468,94113
77011,ZIP,TX,140239,119203,39313,2791,140239,78674,31450,2596,77131
77012,ZIP,TX,501565,466455,134898,16323,295923,373164,103871,12079,195309
77013,ZIP,TX,315978,309658,137555,4952,218025,173408,110044,4011,231107
77014,ZIP,TX,126386,136497,103832,11214,66985,105103,107985,9868,47559
77015,ZIP,TX,904543,985952,166645,10665,877407,709885,91655,7466,684377
77016,ZIP,TX,4686,2624,136276,11856,3655,1784,72226,8181,2668
77017,ZIP,TX,347953,295760,27772,2138,233129,183371,28050,1753,233129
77018,ZIP,TX,154020,157100,39813,3384,163261,89547,29462,3452,99589
77019,ZIP,TX,553789,570403,41969,6169,531637,416394,42389,5429,478473
77020,ZIP,TX,858416,480713,131682,13695,901337,461484,77692,9860,531789
77021,ZIP,TX,586352,568761,109726,15910,392856,517573,88878,16387,377142
77022,ZIP,TX,590127,354076,161357,4357,395385,265557,164584,2483,359800
77023,ZIP,TX,736285,743648,36930,4912,485948,602355,19942,3930,340164
77024,ZIP,TX,260560,270982,107826,6793,211054,270982,87339,6046,105527
77025,ZIP,TX,401858,337561,106391,5000,257189,270049,100008,4150,131166
77026,ZIP,TX,168971,145315,110312,14341,158833,145315,107003,7314,128655
77027,ZIP,TX,784349,807879,27123,2333,760819,872509,19257,1820,692345
77028,ZIP,TX,951992,761594,183097,24718,961512,700666,93379,18044,538447
77029,ZIP,TX,634658,539459,189043,21929,501380,447751,202276,16447,451242
77030,ZIP,TX,953147,972210,6487,636,943616,729158,4281,388,905871
77031,ZIP,TX,101918,59112,197545,29039,109052,30738,193594,17714,75246
77032,ZIP,TX,35481,17386,98129,4318,38674,14257,52008,4188,20497
77033,ZIP,TX,401616,204824,16929,863,253018,155666,8634,820,212535
77034,ZIP,TX,422761,333981,101624,12500,376257,173670,93494,9375,263380
77035,ZIP,TX,728866,532072,66221,3642,553938,446940,70194,2440,609332
77036,ZIP,TX,677347,636706,162564,19183,480916,382024,138179,14963,317405
77037,ZIP,TX,809631,501971,89178,10434,866305,291143,64208,10538,797001
77038,ZIP,TX,274039,213750,2305,129,274039,205200,1959,89,241154
77039,ZIP,TX,302233,302233,100278,8223,151117,199474,79220,6990,113338
77040,ZIP,TX,672142,530992,48702,6721,463778,472583,39449,7393,329282
77041,ZIP,TX,25210,9832,177433,22711,14874,5703,154367,20213,11304
77042,ZIP,TX,93086,91224,190218,15788,46543,46524,205435,9631,44216
77043,ZIP,TX,810343,623964,67320,7001,518620,599005,70013,3921,342289
77044,ZIP,TX,693172,616923,90628,11057,762489,530554,73409,10504,785364
77045,ZIP,TX,537419,225716,55163,7006,403064,126401,45785,4344,378880
77046,ZIP,TX,8466,6942,89315,2501,8889,5276,94674,1651,8978
77047,ZIP,TX,108059,37821,108560,7708,57271,26096,59708,4856,56126
77048,ZIP,TX,396365,364656,20506,2830,356729,273492,11278,1783,206903
77049,ZIP,TX,782531,735579,141536,5945,532121,411924,104737,5113,478909
77050,ZIP,TX,695614,737351,36441,3316,382588,567760,19678,1956,401717
77051,ZIP,TX,180264,183869,189433,19322,165843,163643,151546,20095,165843
77052,ZIP,TX,331383,275048,86618,8748,212085,214537,51971,9360,139976
77053,ZIP,TX,430179,262409,43250,3028,348445,251913,23788,3089,233458
77054,ZIP,TX,78628,46391,183600,12668,51108,44071,168912,11528,43442
77055,ZIP,TX,230419,131339,12329,1566,244244,118205,7521,1300,124564
77056,ZIP,TX,590654,366205,186831,14946,555215,322260,194304,16441,444172
77057,ZIP,TX,899459,494702,32819,2166,629621,351238,17066,1625,610732
77058,ZIP,TX,279540,234814,178098,19413,195678,220725,131793,16889,166326
77059,ZIP,TX,704595,556630,196650,25958,563676,295014,127823,19469,434031
77060,ZIP,TX,629152,276827,30975,929,452989,290668,21992,650,317092
77061,ZIP,TX,461018,447187,124816,12232,295052,438243,98605,6850,262596
77062,ZIP,TX,569590,216444,100582,13780,615157,136360,62361,10611,412155
77063,ZIP,TX,295103,286250,139202,12528,191817,220413,114146,9396,163044
77064,ZIP,TX,49237,19202,137043,18364,51206,11329,72633,15242,50694
77065,ZIP,TX,53798,34969,173005,22837,37121,24828,89963,17813,28212
77066,ZIP,TX,239526,241921,118944,13322,189226,188698,114186,12256,170303
77067,ZIP,TX,198612,164848,171156,20025,192654,178036,167733,11414,186874
77068,ZIP,TX,857517,891818,88036,8539,848942,945327,51061,9393,432960
77069,ZIP,TX,841933,547256,182343,18964,623030,563674,149521,19343,591879
77070,ZIP,TX,606353,606353,114407,12585,576035,479019,97246,13340,403225
77071,ZIP,TX,508167,254084,106697,10243,442105,203267,56549,7682,340421
77072,ZIP,TX,315554,334487,55231,1602,214577,224106,42528,1458,139475
77073,ZIP,TX,795523,310254,93073,13030,819389,235793,61428,10685,762032
77074,ZIP,TX,118020,50749,6427,463,122741,39077,5463,477,92056
77075,ZIP,TX,469791,234896,180331,4508,497978,147984,100985,3606,408342
77076,ZIP,TX,639650,275050,198839,12925,556496,286052,214746,8531,545366
77077,ZIP,TX,739208,340036,181799,11453,436133,231224,198161,10651,239873
77078,ZIP,TX,158957,58814,152422,10365,93785,48227,82308,10780,52520
77079,ZIP,TX,986594,463699,112876,10723,562359,310678,112876,8578,607348
77080,ZIP,TX,392430,141275,75441,3923,345338,96067,53563,3727,252097
77081,ZIP,TX,154188,66301,15750,473,111015,70279,10553,350,116566
77082,ZIP,TX,972318,573668,154995,20459,913979,464671,80597,10843,466129
77083,ZIP,TX,140264,75743,133153,13582,88366,45446,145137,10458,75995
77084,ZIP,TX,196735,131812,163143,10604,133780,130494,154986,10286,92308
77085,ZIP,TX,615808,621966,152772,6722,615808,391839,117634,4369,443382
77086,ZIP,TX,234409,241441,194818,16560,220344,171423,210403,13248,182886
77087,ZIP,TX,641891,584121,166386,22129,391554,554915,103159,12171,395470
77088,ZIP,TX,586072,398529,114347,16695,609515,370632,107486,9182,396185
77089,ZIP,TX,581133,418416,68348,4989,488152,410048,73132,3891,248958
77090,ZIP,TX,87029,60050,131843,12789,55699,57648,80424,7418,49572
77091,ZIP,TX,808656,363895,110255,12790,873348,258365,84896,12406,908282
77092,ZIP,TX,493410,444069,194624,5644,424333,395221,149860,4685,212167
77093,ZIP,TX,343934,178846,189421,4736,189164,93000,204575,3836,160789
77094,ZIP,TX,189597,199077,52338,6385,151678,171206,34020,4533,80389
77095,ZIP,TX,57592,29948,193802,16861,30524,25755,155042,15681,28387
77096,ZIP,TX,333799,270377,186280,24030,263701,191968,152750,17302,287434
77097,ZIP,TX,761226,304490,16551,546,616593,200963,16882,579,419283
77098,ZIP,TX,46466,35779,48705,4822,45072,37926,24353,3954,45072
77099,ZIP,TX,945587,425514,100787,5543,642999,238288,51401,4213,552979
77201,ZIP,TX,130829,138679,78222,3442,121671,126198,64142,3511,100987
77202,ZIP,TX,253183,207610,167013,19206,230397,151555,110229,16133,191230
77203,ZIP,TX,783516,650318,199384,12960,838362,494242,105674,10238,435948
77204,ZIP,TX,313205,294413,20936,1131,234904,191368,17377,713,211414
77205,ZIP,TX,61920,58824,36546,4934,48298,29412,18273,3750,30428
77206,ZIP,TX,146930,105790,99123,9020,113136,113195,85246,6134,64488
77207,ZIP,TX,453689,367488,190351,24555,362951,316040,150377,25046,275843
77208,ZIP,TX,189996,151997,89381,11173,182396,95758,85806,6369,136797
77209,ZIP,TX,858403,309025,11630,640,703890,324476,5815,608,541995
77210,ZIP,TX,109668,99798,140848,13662,110765,88820,136623,12569,101904
77212,ZIP,TX,223117,118252,58674,7862,238735,130077,63368,8176,140854
77213,ZIP,TX,283047,249081,53127,6216,223607,234136,58440,4662,214663
77215,ZIP,TX,72893,26970,66901,5084,50296,21846,60880,4677,50296
77216,ZIP,TX,532821,335677,17342,2515,458226,362531,11446,2213,435315
77217,ZIP,TX,126244,68172,67800,3865,137606,66127,56952,3324,97700
77218,ZIP,TX,847252,355846,187928,17289,821834,209949,144705,15560,484882
77219,ZIP,TX,377164,350763,127787,18018,218755,256057,65171,10450,115940
77220,ZIP,TX,305168,283806,102326,9721,189204,221369,77768,9138,160823
77221,ZIP,TX,149437,137482,87477,7960,88168,68741,75230,5094,56428
77222,ZIP,TX,613189,515079,142368,14522,318858,494476,153757,8132,226389
77223,ZIP,TX,22601,15143,43170,6346,19663,15143,24607,3363,15337
77224,ZIP,TX,903904,813514,175287,19983,976216,878595,140230,13189,1073838
77225,ZIP,TX,125174,123922,151837,20194,95132,115247,139690,20598,71349
77226,ZIP,TX,593574,219622,91059,9197,486731,127381,66473,5242,535404
77227,ZIP,TX,664257,425124,196732,6295,411839,454883,208536,5603,321234
77228,ZIP,TX,854075,384334,52299,7374,444119,357431,55437,4129,430795
77229,ZIP,TX,956571,947005,53121,6162,1033097,710254,45684,6408,640520
77230,ZIP,TX,474326,493299,133709,4279,336771,537696,141732,4108,191959
77231,ZIP,TX,800847,640678,68466,3013,848898,454881,70520,2531,730052
77233,ZIP,TX,146307,103878,182839,20295,73154,113227,126159,11974,77543
77234,ZIP,TX,796209,294597,139534,18000,493650,203272,100464,17460,454158
77235,ZIP,TX,755866,506430,164918,18471,831453,491237,131934,16254,756622
77236,ZIP,TX,955593,907813,97331,6035,1032040,490219,85651,5190,650185
77237,ZIP,TX,864155,890080,13165,935,432078,729866,12112,795,289492
77238,ZIP,TX,743150,356712,3157,142,772876,249698,3378,98,510098
77240,ZIP,TX,996478,876901,127589,10462,607852,736597,132693,10148,583538
77241,ZIP,TX,914012,603248,30012,4322,904872,524826,27611,3328,687703
77242,ZIP,TX,27535,15695,4540,581,23955,10359,4177,598,23476
77243,ZIP,TX,426852,217695,184246,11423,396972,226403,99493,8339,420790
77244,ZIP,TX,440085,448887,29484,3361,453288,412976,28894,2521,367163
77245,ZIP,TX,346145,218071,54306,7168,214610,213710,58107,6308,199587
77246,ZIP,TX,468451,374761,133914,10044,384130,400994,129897,7031,322669
77247,ZIP,TX,208347,104174,97951,2939,172928,58337,50935,1705,176387
77248,ZIP,TX,308852,216196,47644,5431,308852,222682,34304,4290,243993
77249,ZIP,TX,49004,31853,42475,1826,52924,16882,28883,1114,39693
77250,ZIP,TX,967233,841493,161568,15187,754442,605875,147027,14731,611098
77251,ZIP,TX,162681,125264,81964,6065,95982,117748,69669,6247,64308
77252,ZIP,TX,5707,2055,176872,13442,3995,1089,90205,7528,2637
77253,ZIP,TX,684470,622868,50773,6397,431216,398636,25894,5246,245793
77254,ZIP,TX,68724,50856,57144,6743,64601,37125,52572,5125,54911
77255,ZIP,TX,522385,229849,53091,2124,397013,216058,36633,1869,309670
77256,ZIP,TX,596615,352003,28300,2773,417631,316803,28017,2884,321576
77257,ZIP,TX,759871,501515,179092,15402,539508,320970,195210,15248,366865
77258,ZIP,TX,77789,41228,145031,14793,53674,41228,76866,13610,54747
77259,ZIP,TX,314201,226225,97777,7627,235651,201340,63555,8313,254503
77260,ZIP,TX,919875,505931,99103,4361,883080,283321,108022,4448,450371
77261,ZIP,TX,80038,32816,184082,25956,80038,33800,143584,24139,56827
77262,ZIP,TX,604461,247829,57993,5799,314320,225524,50454,5219,223167
77263,ZIP,TX,786993,472196,183329,26216,558765,429698,172329,13370,435837
77265,ZIP,TX,111685,67011,117870,15795,88231,40877,104904,12952,59997
77266,ZIP,TX,405457,243274,51192,5273,328420,153263,56311,4798,311999
77267,ZIP,TX,599906,647898,187673,25711,611904,537755,97590,26739,618023
77268,ZIP,TX,188835,126519,167353,7531,137850,75911,88697,4895,106145
77269,ZIP,TX,565001,395501,41506,5686,423751,411321,28639,4208,250013
77270,ZIP,TX,591839,532655,185594,19673,621431,404818,154043,10427,515788
77271,ZIP,TX,504987,515087,22943,2432,313092,360561,15831,1265,297437
77272,ZIP,TX,892740,946304,171847,25262,615991,747580,132322,23241,394234
77273,ZIP,TX,895802,734558,103901,6130,806222,661102,52990,4046,725600
77274,ZIP,TX,835741,376083,178147,9976,626806,319671,97981,9577,501445
77275,ZIP,TX,77947,57681,101777,8855,51445,43261,76333,7527,48358
77276,ZIP,TX,458617,463203,107304,5902,330204,259394,87989,5725,217935
77277,ZIP,TX,729358,758532,76353,7788,379266,652338,70245,6153,238938
77278,ZIP,TX,550345,418262,84752,2797,605380,284418,46614,1594,478250
77279,ZIP,TX,950712,1026769,197529,19160,475356,995966,154073,18777,356517
77280,ZIP,TX,298352,134258,52561,6885,193929,130230,45728,4131,131872
77282,ZIP,TX,529828,582811,124946,12495,286107,442936,92460,6372,306134
77284,ZIP,TX,401693,389642,9415,1111,200847,405228,5461,633,190805
77285,ZIP,TX,112093,100884,22697,3109,85191,53469,17250,1959,57078
77286,ZIP,TX,657495,309023,52041,3070,466821,290482,40592,2272,317438
77287,ZIP,TX,369661,240280,60619,4668,266156,233072,62438,4668,236879
77288,ZIP,TX,297608,196421,53236,4632,220230,133566,37798,3567,231242
77289,ZIP,TX,631524,341023,29133,2156,656785,255767,17480,2027,479453
77290,ZIP,TX,73100,58480,30112,4035,57749,59065,24692,4035,46199
77291,ZIP,TX,385705,347135,92973,10320,250708,298536,57643,8978,245694
77292,ZIP,TX,161848,166703,133222,19184,147282,135029,95920,10551,142864
77293,ZIP,TX,763238,351089,169826,19190,580061,358111,123973,11898,481451
77294,ZIP,TX,416590,420756,18294,1317,341604,349227,15550,1396,280115
77296,ZIP,TX,480296,177710,2344,345,427463,90632,1383,293,436012
77297,ZIP,TX,972292,758388,110845,14077,661159,629462,108628,8728,548762
77298,ZIP,TX,33077,15215,5699,331,16539,11563,5642,281,13562
77299,ZIP,TX,931801,605671,16164,1503,959755,508764,16649,1593,595048
77301,ZIP,TX,666625,386643,21428,2100,373310,301582,18214,1722,406908
77302,ZIP,TX,72955,51798,35783,2541,72955,48690,32920,2592,62012
77303,ZIP,TX,698011,362966,21509,3162,411826,185113,21079,3320,317106
77304,ZIP,TX,636197,559853,42248,2619,617111,576649,42248,1493,543058
77305,ZIP,TX,985062,1034315,129836,15321,541784,641275,112957,9805,422592
77306,ZIP,TX,536101,578989,108749,5764,461047,503720,84824,6052,262797
77315,ZIP,TX,33698,26284,1762,238,22241,28124,1216,221,14012
77316,ZIP,TX,632130,455134,47866,3303,663737,473339,43558,3567,371693
77318,ZIP,TX,530140,498332,12878,1314,577853,368766,10818,1367,606746
77320,ZIP,TX,360987,296009,193418,14313,285180,171685,104446,7443,208181
77325,ZIP,TX,252668,265301,81498,7253,245088,289178,61938,5005,193620
77326,ZIP,TX,63668,68125,153437,19486,56665,59269,102803,10522,48732
77327,ZIP,TX,900189,720151,83717,11804,477100,554516,74508,11332,500955
77328,ZIP,TX,807001,831211,33856,1930,774721,864459,33517,2084,728238
77331,ZIP,TX,168032,173073,126509,17838,149548,95190,116388,14984,137584
